statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Chongqing is in China and that the city of Ahvaz is in Iran.,1,The city of Chongqing is in China.,1,Chongqing,China,China,The city of Ahvaz is in Iran.,1,Ahvaz,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case both that the city of Solapur is in India and that the city of Kigali is in Rwanda.,1,The city of Solapur is in India.,1,Solapur,India,India,The city of Kigali is in Rwanda.,1,Kigali,Rwanda,Rwanda
It is the case both that the city of Khulna is in Bangladesh and that the city of Ciudad Juarez is in Mexico.,1,The city of Khulna is in Bangladesh.,1,Khulna,Bangladesh,Bangladesh,The city of Ciudad Juarez is in Mexico.,1,Ciudad Juarez,Mexico,Mexico
It is the case both that the city of Puning is in China and that the city of Sulaymaniyah is in Iraq.,1,The city of Puning is in China.,1,Puning,China,China,The city of Sulaymaniyah is in Iraq.,1,Sulaymaniyah,Iraq,Iraq
It is the case both that the city of Seongnam-si is in South Korea and that the city of Yiwu is in China.,1,The city of Seongnam-si is in South Korea.,1,Seongnam-si,"Korea, Republic of","Korea, Republic of",The city of Yiwu is in China.,1,Yiwu,China,China
It is the case both that the city of Huangshi is in China and that the city of Huainan is in China.,1,The city of Huangshi is in China.,1,Huangshi,China,China,The city of Huainan is in China.,1,Huainan,China,China
It is the case both that the city of Naucalpan de Juarez is in Mexico and that the city of Bhopal is in India.,1,The city of Naucalpan de Juarez is in Mexico.,1,Naucalpan de Juarez,Mexico,Mexico,The city of Bhopal is in India.,1,Bhopal,India,India
It is the case both that the city of Yongzhou is in China and that the city of Nampula is in Mozambique.,1,The city of Yongzhou is in China.,1,Yongzhou,China,China,The city of Nampula is in Mozambique.,1,Nampula,Mozambique,Mozambique
It is the case both that the city of Deyang is in China and that the city of Ar Raqqah is in Syria.,1,The city of Deyang is in China.,1,Deyang,China,China,The city of Ar Raqqah is in Syria.,1,Ar Raqqah,Syrian Arab Republic,Syrian Arab Republic
It is the case both that the city of Aktobe is in Kazakhstan and that the city of Asmara is in Eritrea.,1,The city of Aktobe is in Kazakhstan.,1,Aktobe,Kazakhstan,Kazakhstan,The city of Asmara is in Eritrea.,1,Asmara,Eritrea,Eritrea
It is the case both that the city of Milwaukee is in the United States and that the city of Kharkiv is in Ukraine.,1,The city of Milwaukee is in the United States.,1,Milwaukee,United States,United States,The city of Kharkiv is in Ukraine.,1,Kharkiv,Ukraine,Ukraine
It is the case both that the city of Amritsar is in India and that the city of Johor Bahru is in Malaysia.,1,The city of Amritsar is in India.,1,Amritsar,India,India,The city of Johor Bahru is in Malaysia.,1,Johor Bahru,Malaysia,Malaysia
It is the case both that the city of Nashik is in India and that the city of Nagoya is in Japan.,1,The city of Nashik is in India.,1,Nashik,India,India,The city of Nagoya is in Japan.,1,Nagoya,Japan,Japan
It is the case both that the city of Hamhung is in North Korea and that the city of Multan is in Pakistan.,1,The city of Hamhung is in North Korea.,1,Hamhung,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of",The city of Multan is in Pakistan.,1,Multan,Pakistan,Pakistan
It is the case both that the city of Homyel' is in Belarus and that the city of San Luis Potosi is in Mexico.,1,The city of Homyel' is in Belarus.,1,Homyel',Belarus,Belarus,The city of San Luis Potosi is in Mexico.,1,San Luis Potosi,Mexico,Mexico
It is the case both that the city of Qiqihar is in China and that the city of Cochin is in India.,1,The city of Qiqihar is in China.,1,Qiqihar,China,China,The city of Cochin is in India.,1,Cochin,India,India
It is the case both that the city of Borivli is in India and that the city of Dnipro is in Ukraine.,1,The city of Borivli is in India.,1,Borivli,India,India,The city of Dnipro is in Ukraine.,1,Dnipro,Ukraine,Ukraine
It is the case both that the city of Jiangyin is in China and that the city of Cangzhou is in China.,1,The city of Jiangyin is in China.,1,Jiangyin,China,China,The city of Cangzhou is in China.,1,Cangzhou,China,China
It is the case both that the city of Yongzhou is in China and that the city of Naberezhnyye Chelny is in Russia.,1,The city of Yongzhou is in China.,1,Yongzhou,China,China,The city of Naberezhnyye Chelny is in Russia.,1,Naberezhnyye Chelny,Russian Federation,Russian Federation
It is the case both that the city of Bishkek is in Kyrgyzstan and that the city of Cimahi is in Indonesia.,1,The city of Bishkek is in Kyrgyzstan.,1,Bishkek,Kyrgyzstan,Kyrgyzstan,The city of Cimahi is in Indonesia.,1,Cimahi,Indonesia,Indonesia
It is the case both that the city of Klang is in Malaysia and that the city of Amman is in Jordan.,1,The city of Klang is in Malaysia.,1,Klang,Malaysia,Malaysia,The city of Amman is in Jordan.,1,Amman,Jordan,Jordan
It is the case both that the city of Saint Petersburg is in Russia and that the city of Dhanbad is in India.,1,The city of Saint Petersburg is in Russia.,1,Saint Petersburg,Russian Federation,Russian Federation,The city of Dhanbad is in India.,1,Dhanbad,India,India
It is the case both that the city of Konya is in Turkey and that the city of Kakamega is in Kenya.,1,The city of Konya is in Turkey.,1,Konya,Turkey,Turkey,The city of Kakamega is in Kenya.,1,Kakamega,Kenya,Kenya
It is the case both that the city of Busan is in South Korea and that the city of Ghaziabad is in India.,1,The city of Busan is in South Korea.,1,Busan,"Korea, Republic of","Korea, Republic of",The city of Ghaziabad is in India.,1,Ghaziabad,India,India
It is the case both that the city of Zaria is in Nigeria and that the city of Shihezi is in China.,1,The city of Zaria is in Nigeria.,1,Zaria,Nigeria,Nigeria,The city of Shihezi is in China.,1,Shihezi,China,China
It is the case both that the city of Niamey is in Niger and that the city of Kashgar is in China.,1,The city of Niamey is in Niger.,1,Niamey,Niger,Niger,The city of Kashgar is in China.,1,Kashgar,China,China
It is the case both that the city of Kampung Baru Subang is in Malaysia and that the city of Kagoshima is in Japan.,1,The city of Kampung Baru Subang is in Malaysia.,1,Kampung Baru Subang,Malaysia,Malaysia,The city of Kagoshima is in Japan.,1,Kagoshima,Japan,Japan
It is the case both that the city of Yaounde is in Cameroon and that the city of Namangan is in Uzbekistan.,1,The city of Yaounde is in Cameroon.,1,Yaounde,Cameroon,Cameroon,The city of Namangan is in Uzbekistan.,1,Namangan,Uzbekistan,Uzbekistan
It is the case both that the city of Fuxin is in China and that the city of Tangier is in Morocco.,1,The city of Fuxin is in China.,1,Fuxin,China,China,The city of Tangier is in Morocco.,1,Tangier,Morocco,Morocco
It is the case both that the city of Caracas is in Venezuela and that the city of Wroclaw is in Poland.,1,The city of Caracas is in Venezuela.,1,Caracas,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of",The city of Wroclaw is in Poland.,1,Wroclaw,Poland,Poland
It is the case both that the city of Seoul is in South Korea and that the city of Shenyang is in China.,1,The city of Seoul is in South Korea.,1,Seoul,"Korea, Republic of","Korea, Republic of",The city of Shenyang is in China.,1,Shenyang,China,China
It is the case both that the city of Dortmund is in Germany and that the city of Bahawalpur is in Pakistan.,1,The city of Dortmund is in Germany.,1,Dortmund,Germany,Germany,The city of Bahawalpur is in Pakistan.,1,Bahawalpur,Pakistan,Pakistan
It is the case both that the city of Latakia is in Syria and that the city of Malatya is in Turkey.,1,The city of Latakia is in Syria.,1,Latakia,Syrian Arab Republic,Syrian Arab Republic,The city of Malatya is in Turkey.,1,Malatya,Turkey,Turkey
It is the case both that the city of Suizhou is in China and that the city of Tokyo is in Japan.,1,The city of Suizhou is in China.,1,Suizhou,China,China,The city of Tokyo is in Japan.,1,Tokyo,Japan,Japan
It is the case both that the city of Zaozhuang is in China and that the city of Pingliang is in China.,1,The city of Zaozhuang is in China.,1,Zaozhuang,China,China,The city of Pingliang is in China.,1,Pingliang,China,China
It is the case both that the city of Accra is in Ghana and that the city of Conakry is in Guinea.,1,The city of Accra is in Ghana.,1,Accra,Ghana,Ghana,The city of Conakry is in Guinea.,1,Conakry,Guinea,Guinea
It is the case both that the city of Yiwu is in China and that the city of Sharjah is in the United Arab Emirates.,1,The city of Yiwu is in China.,1,Yiwu,China,China,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,United Arab Emirates,United Arab Emirates
It is the case both that the city of Changwon is in South Korea and that the city of Hiroshima is in Japan.,1,The city of Changwon is in South Korea.,1,Changwon,"Korea, Republic of","Korea, Republic of",The city of Hiroshima is in Japan.,1,Hiroshima,Japan,Japan
It is the case both that the city of Asansol is in India and that the city of Harbin is in China.,1,The city of Asansol is in India.,1,Asansol,India,India,The city of Harbin is in China.,1,Harbin,China,China
It is the case both that the city of Pekanbaru is in Indonesia and that the city of Gaziantep is in Turkey.,1,The city of Pekanbaru is in Indonesia.,1,Pekanbaru,Indonesia,Indonesia,The city of Gaziantep is in Turkey.,1,Gaziantep,Turkey,Turkey
It is the case both that the city of Ebute Ikorodu is in Nigeria and that the city of Mysore is in India.,1,The city of Ebute Ikorodu is in Nigeria.,1,Ebute Ikorodu,Nigeria,Nigeria,The city of Mysore is in India.,1,Mysore,India,India
It is the case both that the city of Gold Coast is in Australia and that the city of Benin City is in Nigeria.,1,The city of Gold Coast is in Australia.,1,Gold Coast,Australia,Australia,The city of Benin City is in Nigeria.,1,Benin City,Nigeria,Nigeria
It is the case both that the city of Wanzhou is in China and that the city of Gaziantep is in Turkey.,1,The city of Wanzhou is in China.,1,Wanzhou,China,China,The city of Gaziantep is in Turkey.,1,Gaziantep,Turkey,Turkey
It is the case both that the city of Rostov-na-Donu is in Russia and that the city of Maracaibo is in Venezuela.,1,The city of Rostov-na-Donu is in Russia.,1,Rostov-na-Donu,Russian Federation,Russian Federation,The city of Maracaibo is in Venezuela.,1,Maracaibo,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of"
It is the case both that the city of Vilnius is in Lithuania and that the city of Cuttack is in India.,1,The city of Vilnius is in Lithuania.,1,Vilnius,Lithuania,Lithuania,The city of Cuttack is in India.,1,Cuttack,India,India
It is the case both that the city of Rajshahi is in Bangladesh and that the city of Meizhou is in China.,1,The city of Rajshahi is in Bangladesh.,1,Rajshahi,Bangladesh,Bangladesh,The city of Meizhou is in China.,1,Meizhou,China,China
It is the case both that the city of Benxi is in China and that the city of Nizhniy Novgorod is in Russia.,1,The city of Benxi is in China.,1,Benxi,China,China,The city of Nizhniy Novgorod is in Russia.,1,Nizhniy Novgorod,Russian Federation,Russian Federation
It is the case both that the city of Wuwei is in China and that the city of Jambi City is in Indonesia.,1,The city of Wuwei is in China.,1,Wuwei,China,China,The city of Jambi City is in Indonesia.,1,Jambi City,Indonesia,Indonesia
It is the case both that the city of Mar del Plata is in Argentina and that the city of Ashgabat is in Turkmenistan.,1,The city of Mar del Plata is in Argentina.,1,Mar del Plata,Argentina,Argentina,The city of Ashgabat is in Turkmenistan.,1,Ashgabat,Turkmenistan,Turkmenistan
It is the case both that the city of Jaboatao is in Brazil and that the city of Wenzhou is in China.,1,The city of Jaboatao is in Brazil.,1,Jaboatao,Brazil,Brazil,The city of Wenzhou is in China.,1,Wenzhou,China,China
It is the case both that the city of Zhangjiakou is in China and that the city of Linyi is in China.,1,The city of Zhangjiakou is in China.,1,Zhangjiakou,China,China,The city of Linyi is in China.,1,Linyi,China,China
It is the case both that the city of Esenler is in Turkey and that the city of Accra is in Ghana.,1,The city of Esenler is in Turkey.,1,Esenler,Turkey,Turkey,The city of Accra is in Ghana.,1,Accra,Ghana,Ghana
It is the case both that the city of Mexicali is in Mexico and that the city of Shah Alam is in Malaysia.,1,The city of Mexicali is in Mexico.,1,Mexicali,Mexico,Mexico,The city of Shah Alam is in Malaysia.,1,Shah Alam,Malaysia,Malaysia
It is the case both that the city of Bengbu is in China and that the city of Quebec is in Canada.,1,The city of Bengbu is in China.,1,Bengbu,China,China,The city of Quebec is in Canada.,1,Quebec,Canada,Canada
It is the case both that the city of Oyo is in Nigeria and that the city of San Pedro Sula is in Honduras.,1,The city of Oyo is in Nigeria.,1,Oyo,Nigeria,Nigeria,The city of San Pedro Sula is in Honduras.,1,San Pedro Sula,Honduras,Honduras
It is the case both that the city of Jiangyin is in China and that the city of Ganzhou is in China.,1,The city of Jiangyin is in China.,1,Jiangyin,China,China,The city of Ganzhou is in China.,1,Ganzhou,China,China
It is the case both that the city of Mysore is in India and that the city of Lipetsk is in Russia.,1,The city of Mysore is in India.,1,Mysore,India,India,The city of Lipetsk is in Russia.,1,Lipetsk,Russian Federation,Russian Federation
It is the case both that the city of Baoji is in China and that the city of Kumamoto is in Japan.,1,The city of Baoji is in China.,1,Baoji,China,China,The city of Kumamoto is in Japan.,1,Kumamoto,Japan,Japan
It is the case both that the city of Jalandhar is in India and that the city of Jiangmen is in China.,1,The city of Jalandhar is in India.,1,Jalandhar,India,India,The city of Jiangmen is in China.,1,Jiangmen,China,China
It is the case both that the city of Huangshi is in China and that the city of Oslo is in Norway.,1,The city of Huangshi is in China.,1,Huangshi,China,China,The city of Oslo is in Norway.,1,Oslo,Norway,Norway
