statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of Meizhou is in Benin or that the city of Nanning is in China.,1,The city of Meizhou is in Benin.,0,Meizhou,Benin,China,The city of Nanning is in China.,1,Nanning,China,China
It is the case either that the city of Zhengzhou is in the United States or that the city of Zhaotong is in China.,1,The city of Zhengzhou is in the United States.,0,Zhengzhou,United States,China,The city of Zhaotong is in China.,1,Zhaotong,China,China
It is the case either that the city of Harbin is in Thailand or that the city of Weinan is in China.,1,The city of Harbin is in Thailand.,0,Harbin,Thailand,China,The city of Weinan is in China.,1,Weinan,China,China
It is the case either that the city of Anyang is in Australia or that the city of Dar es Salaam is in Tanzania.,1,The city of Anyang is in Australia.,0,Anyang,Australia,China,The city of Dar es Salaam is in Tanzania.,1,Dar es Salaam,"Tanzania, United Republic of","Tanzania, United Republic of"
It is the case either that the city of Khabarovsk is in Mexico or that the city of Nanjing is in China.,1,The city of Khabarovsk is in Mexico.,0,Khabarovsk,Mexico,Russian Federation,The city of Nanjing is in China.,1,Nanjing,China,China
It is the case either that the city of Linfen is in the United States or that the city of Da Nang is in Vietnam.,1,The city of Linfen is in the United States.,0,Linfen,United States,China,The city of Da Nang is in Vietnam.,1,Da Nang,Viet Nam,Viet Nam
It is the case either that the city of Kaifeng is in Cameroon or that the city of Samarinda is in Indonesia.,1,The city of Kaifeng is in Cameroon.,0,Kaifeng,Cameroon,China,The city of Samarinda is in Indonesia.,1,Samarinda,Indonesia,Indonesia
It is the case either that the city of Recife is in Venezuela or that the city of Shangluo is in China.,1,The city of Recife is in Venezuela.,0,Recife,"Venezuela, Bolivarian Rep. of",Brazil,The city of Shangluo is in China.,1,Shangluo,China,China
It is the case either that the city of Hohhot is in Colombia or that the city of Erzurum is in Turkey.,1,The city of Hohhot is in Colombia.,0,Hohhot,Colombia,China,The city of Erzurum is in Turkey.,1,Erzurum,Turkey,Turkey
It is the case either that the city of Xuchang is in Italy or that the city of Kandahar is in Afghanistan.,1,The city of Xuchang is in Italy.,0,Xuchang,Italy,China,The city of Kandahar is in Afghanistan.,1,Kandahar,Afghanistan,Afghanistan
It is the case either that the city of Sendai is in Yemen or that the city of Chizhou is in China.,1,The city of Sendai is in Yemen.,0,Sendai,Yemen,Japan,The city of Chizhou is in China.,1,Chizhou,China,China
It is the case either that the city of Addis Ababa is in Latvia or that the city of Suez is in Egypt.,1,The city of Addis Ababa is in Latvia.,0,Addis Ababa,Latvia,Ethiopia,The city of Suez is in Egypt.,1,Suez,Egypt,Egypt
It is the case either that the city of Surat is in Poland or that the city of Faisalabad is in Pakistan.,1,The city of Surat is in Poland.,0,Surat,Poland,India,The city of Faisalabad is in Pakistan.,1,Faisalabad,Pakistan,Pakistan
It is the case either that the city of Zarqa is in the Philippines or that the city of Shaoxing is in China.,1,The city of Zarqa is in the Philippines.,0,Zarqa,Philippines,Jordan,The city of Shaoxing is in China.,1,Shaoxing,China,China
It is the case either that the city of San Miguel de Tucuman is in Sweden or that the city of Ziyang is in China.,1,The city of San Miguel de Tucuman is in Sweden.,0,San Miguel de Tucuman,Sweden,Argentina,The city of Ziyang is in China.,1,Ziyang,China,China
It is the case either that the city of Fes is in Jamaica or that the city of Bayannur is in China.,1,The city of Fes is in Jamaica.,0,Fes,Jamaica,Morocco,The city of Bayannur is in China.,1,Bayannur,China,China
It is the case either that the city of E'zhou is in Malaysia or that the city of Nanjing is in China.,1,The city of E'zhou is in Malaysia.,0,E'zhou,Malaysia,China,The city of Nanjing is in China.,1,Nanjing,China,China
It is the case either that the city of Hiroshima is in Mozambique or that the city of Ho Chi Minh City is in Vietnam.,1,The city of Hiroshima is in Mozambique.,0,Hiroshima,Mozambique,Japan,The city of Ho Chi Minh City is in Vietnam.,1,Ho Chi Minh City,Viet Nam,Viet Nam
It is the case either that the city of Malatya is in India or that the city of Dongying is in China.,1,The city of Malatya is in India.,0,Malatya,India,Turkey,The city of Dongying is in China.,1,Dongying,China,China
It is the case either that the city of Ha'il is in Venezuela or that the city of Jiaxing is in China.,1,The city of Ha'il is in Venezuela.,0,Ha'il,"Venezuela, Bolivarian Rep. of",Saudi Arabia,The city of Jiaxing is in China.,1,Jiaxing,China,China
It is the case either that the city of Arequipa is in India or that the city of Bursa is in Turkey.,1,The city of Arequipa is in India.,0,Arequipa,India,Peru,The city of Bursa is in Turkey.,1,Bursa,Turkey,Turkey
It is the case either that the city of Coyoacan is in Japan or that the city of Ludhiana is in India.,1,The city of Coyoacan is in Japan.,0,Coyoacan,Japan,Mexico,The city of Ludhiana is in India.,1,Ludhiana,India,India
It is the case either that the city of Kryvyy Rih is in China or that the city of Cotonou is in Benin.,1,The city of Kryvyy Rih is in China.,0,Kryvyy Rih,China,Ukraine,The city of Cotonou is in Benin.,1,Cotonou,Benin,Benin
It is the case either that the city of Orumiyeh is in China or that the city of Culiacan is in Mexico.,1,The city of Orumiyeh is in China.,0,Orumiyeh,China,"Iran, Islamic Rep. of",The city of Culiacan is in Mexico.,1,Culiacan,Mexico,Mexico
It is the case either that the city of Lianyungang is in Japan or that the city of Sanaa is in Yemen.,1,The city of Lianyungang is in Japan.,0,Lianyungang,Japan,China,The city of Sanaa is in Yemen.,1,Sanaa,Yemen,Yemen
It is the case either that the city of Rui'an is in Russia or that the city of Kampala is in Uganda.,1,The city of Rui'an is in Russia.,0,Rui'an,Russian Federation,China,The city of Kampala is in Uganda.,1,Kampala,Uganda,Uganda
It is the case either that the city of Ho Chi Minh City is in Mexico or that the city of Chizhou is in China.,1,The city of Ho Chi Minh City is in Mexico.,0,Ho Chi Minh City,Mexico,Viet Nam,The city of Chizhou is in China.,1,Chizhou,China,China
It is the case either that the city of Shenzhen is in Turkey or that the city of Aleppo is in Syria.,1,The city of Shenzhen is in Turkey.,0,Shenzhen,Turkey,China,The city of Aleppo is in Syria.,1,Aleppo,Syrian Arab Republic,Syrian Arab Republic
It is the case either that the city of Longyan is in Venezuela or that the city of Wroclaw is in Poland.,1,The city of Longyan is in Venezuela.,0,Longyan,"Venezuela, Bolivarian Rep. of",China,The city of Wroclaw is in Poland.,1,Wroclaw,Poland,Poland
It is the case either that the city of Shivaji Nagar is in China or that the city of Bagcilar is in Turkey.,1,The city of Shivaji Nagar is in China.,0,Shivaji Nagar,China,India,The city of Bagcilar is in Turkey.,1,Bagcilar,Turkey,Turkey
It is the case either that the city of Luohe is in Cameroon or that the city of Esenler is in Turkey.,1,The city of Luohe is in Cameroon.,0,Luohe,Cameroon,China,The city of Esenler is in Turkey.,1,Esenler,Turkey,Turkey
It is the case either that the city of Hannover is in India or that the city of Xuchang is in China.,1,The city of Hannover is in India.,0,Hannover,India,Germany,The city of Xuchang is in China.,1,Xuchang,China,China
It is the case either that the city of Basrah is in India or that the city of Torreon is in Mexico.,1,The city of Basrah is in India.,0,Basrah,India,Iraq,The city of Torreon is in Mexico.,1,Torreon,Mexico,Mexico
It is the case either that the city of Benxi is in Pakistan or that the city of Xianning is in China.,1,The city of Benxi is in Pakistan.,0,Benxi,Pakistan,China,The city of Xianning is in China.,1,Xianning,China,China
It is the case either that the city of Muzaffarabad is in Lebanon or that the city of Addis Ababa is in Ethiopia.,1,The city of Muzaffarabad is in Lebanon.,0,Muzaffarabad,Lebanon,Pakistan,The city of Addis Ababa is in Ethiopia.,1,Addis Ababa,Ethiopia,Ethiopia
It is the case either that the city of Goiania is in China or that the city of Pune is in India.,1,The city of Goiania is in China.,0,Goiania,China,Brazil,The city of Pune is in India.,1,Pune,India,India
It is the case either that the city of Mumbai is in Nigeria or that the city of Hamhung is in North Korea.,1,The city of Mumbai is in Nigeria.,0,Mumbai,Nigeria,India,The city of Hamhung is in North Korea.,1,Hamhung,"Korea, Dem. People's Rep. of","Korea, Dem. People's Rep. of"
It is the case either that the city of Siliguri is in Algeria or that the city of Cuiaba is in Brazil.,1,The city of Siliguri is in Algeria.,0,Siliguri,Algeria,India,The city of Cuiaba is in Brazil.,1,Cuiaba,Brazil,Brazil
It is the case either that the city of Yunfu is in Turkey or that the city of Madurai is in India.,1,The city of Yunfu is in Turkey.,0,Yunfu,Turkey,China,The city of Madurai is in India.,1,Madurai,India,India
It is the case either that the city of Vadodara is in Brazil or that the city of Cheongju-si is in South Korea.,1,The city of Vadodara is in Brazil.,0,Vadodara,Brazil,India,The city of Cheongju-si is in South Korea.,1,Cheongju-si,"Korea, Republic of","Korea, Republic of"
It is the case either that the city of Malang is in Cameroon or that the city of Almaty is in Kazakhstan.,1,The city of Malang is in Cameroon.,0,Malang,Cameroon,Indonesia,The city of Almaty is in Kazakhstan.,1,Almaty,Kazakhstan,Kazakhstan
It is the case either that the city of Malacca is in the Dominican Republic or that the city of Handan is in China.,1,The city of Malacca is in the Dominican Republic.,0,Malacca,Dominican Republic,Malaysia,The city of Handan is in China.,1,Handan,China,China
It is the case either that the city of Calgary is in Turkey or that the city of Zhanjiang is in China.,1,The city of Calgary is in Turkey.,0,Calgary,Turkey,Canada,The city of Zhanjiang is in China.,1,Zhanjiang,China,China
It is the case either that the city of Ribeirao Preto is in Syria or that the city of Bogor is in Indonesia.,1,The city of Ribeirao Preto is in Syria.,0,Ribeirao Preto,Syrian Arab Republic,Brazil,The city of Bogor is in Indonesia.,1,Bogor,Indonesia,Indonesia
It is the case either that the city of Niamey is in Russia or that the city of Thuan An is in Vietnam.,1,The city of Niamey is in Russia.,0,Niamey,Russian Federation,Niger,The city of Thuan An is in Vietnam.,1,Thuan An,Viet Nam,Viet Nam
It is the case either that the city of Changchun is in Brazil or that the city of Luancheng is in China.,1,The city of Changchun is in Brazil.,0,Changchun,Brazil,China,The city of Luancheng is in China.,1,Luancheng,China,China
It is the case either that the city of Sangli is in Indonesia or that the city of Herat is in Afghanistan.,1,The city of Sangli is in Indonesia.,0,Sangli,Indonesia,India,The city of Herat is in Afghanistan.,1,Herat,Afghanistan,Afghanistan
It is the case either that the city of Faridabad is in Iraq or that the city of Zhangye is in China.,1,The city of Faridabad is in Iraq.,0,Faridabad,Iraq,India,The city of Zhangye is in China.,1,Zhangye,China,China
It is the case either that the city of Buraydah is in South Korea or that the city of Chandigarh is in India.,1,The city of Buraydah is in South Korea.,0,Buraydah,"Korea, Republic of",Saudi Arabia,The city of Chandigarh is in India.,1,Chandigarh,India,India
It is the case either that the city of Kumasi is in Benin or that the city of Kaduna is in Nigeria.,1,The city of Kumasi is in Benin.,0,Kumasi,Benin,Ghana,The city of Kaduna is in Nigeria.,1,Kaduna,Nigeria,Nigeria
It is the case either that the city of Torreon is in China or that the city of Kalyan is in India.,1,The city of Torreon is in China.,0,Torreon,China,Mexico,The city of Kalyan is in India.,1,Kalyan,India,India
It is the case either that the city of Krakow is in Nigeria or that the city of Benoni is in South Africa.,1,The city of Krakow is in Nigeria.,0,Krakow,Nigeria,Poland,The city of Benoni is in South Africa.,1,Benoni,South Africa,South Africa
It is the case either that the city of Lubumbashi is in Cambodia or that the city of Huainan is in China.,1,The city of Lubumbashi is in Cambodia.,0,Lubumbashi,Cambodia,"Congo, Democratic Republic of the",The city of Huainan is in China.,1,Huainan,China,China
It is the case either that the city of Goyang-si is in Japan or that the city of Torreon is in Mexico.,1,The city of Goyang-si is in Japan.,0,Goyang-si,Japan,"Korea, Republic of",The city of Torreon is in Mexico.,1,Torreon,Mexico,Mexico
It is the case either that the city of Herat is in India or that the city of Teresina is in Brazil.,1,The city of Herat is in India.,0,Herat,India,Afghanistan,The city of Teresina is in Brazil.,1,Teresina,Brazil,Brazil
It is the case either that the city of Fort Worth is in Malaysia or that the city of Chenzhou is in China.,1,The city of Fort Worth is in Malaysia.,0,Fort Worth,Malaysia,United States,The city of Chenzhou is in China.,1,Chenzhou,China,China
It is the case either that the city of Homyel' is in the Philippines or that the city of San Miguel de Tucuman is in Argentina.,1,The city of Homyel' is in the Philippines.,0,Homyel',Philippines,Belarus,The city of San Miguel de Tucuman is in Argentina.,1,San Miguel de Tucuman,Argentina,Argentina
It is the case either that the city of Warri is in Thailand or that the city of Zibo is in China.,1,The city of Warri is in Thailand.,0,Warri,Thailand,Nigeria,The city of Zibo is in China.,1,Zibo,China,China
It is the case either that the city of Pontianak is in Algeria or that the city of Bilimora is in India.,1,The city of Pontianak is in Algeria.,0,Pontianak,Algeria,Indonesia,The city of Bilimora is in India.,1,Bilimora,India,India
